No;Kategori;Nama Alat;Kode / ID Barang;Brand;Model / Spesifikasi;Tahun;Jumlah;Kondisi;Sumber File
31;Komputer;Monitor / LCD;526;Acer;LCD Full HD 2.5;2024;1;;Data_Lab_SB_II_2026.xlsx
32;Komputer;Monitor / LCD;527;Acer;LCD Full HD 2.5;2024;1;;Data_Lab_SB_II_2026.xlsx
33;Komputer;Monitor / LCD;516;Acer;LCD Full HD 2.5;2024;1;;Data_Lab_SB_II_2026.xlsx
34;Komputer;Monitor / LCD;525;Acer;LCD Full HD 2.5;2024;1;;Data_Lab_SB_II_2026.xlsx
35;Komputer;Monitor / LCD;517;Acer;LCD Full HD 2.5;2024;1;;Data_Lab_SB_II_2026.xlsx
36;Komputer;Monitor / LCD;519;Acer;LCD Full HD 2.5;2024;1;;Data_Lab_SB_II_2026.xlsx
37;Komputer;Monitor / LCD;528;Acer;LCD Full HD 2.5;2024;1;;Data_Lab_SB_II_2026.xlsx
38;Komputer;Monitor / LCD;518;Acer;LCD Full HD 2.5;2025;1;;Data_Lab_SB_II_2026.xlsx
39;Komputer;Monitor / LCD;514;Acer;LCD Full HD 2.5;;1;;Data_Lab_SB_II_2026.xlsx
40;Komputer;Monitor / LCD;;Acer;LCD Full HD 2.5;2024;1;;Data_Lab_SB_II_2026.xlsx
41;Komputer;Monitor / LCD;77;LG;LCD Full HD 2.5;2025;1;;Data_Lab_SB_II_2026.xlsx
42;Komputer;Mouse;;Asus;USB Type A;;1;;Data_Lab_SB_II_2026.xlsx
43;Komputer;Mouse;;Dell;USB Type A;;1;;Data_Lab_SB_II_2026.xlsx
44;Komputer;Mouse;;Logitech;USB Type A;;3;;Data_Lab_SB_II_2026.xlsx
45;Komputer;Mouse;;Acer;USB Type A;;7;;Data_Lab_SB_II_2026.xlsx
46;Komputer;Mouse;;HP;USB Type A;;3;;Data_Lab_SB_II_2026.xlsx
47;Komputer;Mouse;;Dell;USB Type A;;1;;Data_Lab_SB_II_2026.xlsx
48;Komputer;Mouse;;;USB Type A;;5;;Data_Lab_SB_II_2026.xlsx
49;Komputer;Keyboard;;Asus;USB Type A;;1;;Data_Lab_SB_II_2026.xlsx
50;Komputer;Keyboard;;HP;USB Type A;;7;;Data_Lab_SB_II_2026.xlsx
51;Komputer;Keyboard;;Acer;USB Type A;;8;;Data_Lab_SB_II_2026.xlsx
52;Komputer;Keyboard;;Logitech;USB Type A;;4;;Data_Lab_SB_II_2026.xlsx
53;Komputer;Keyboard;;Dell;USB Type A;;1;;Data_Lab_SB_II_2026.xlsx
54;Komputer;Keyboard;;;;;3;;Data_Lab_SB_II_2026.xlsx
55;Komputer;UPS;38;;;;1;Baik;Data_Lab_SB_II_2026.xlsx
56;Komputer;UPS;28;;;;1;Baik;Data_Lab_SB_II_2026.xlsx
Fasilitas Lab;;;;;;;;;
1;Fasilitas Lab;Proyektor;;EPSON;LCD Proyektor;;1;Baik;Data_Lab_SB_II_2026.xlsx
2;Fasilitas Lab;AC;;DAIKIN;;;2;Baik;Data_Lab_SB_II_2026.xlsx
3;Fasilitas Lab;AC;;Panasonic;;2025;1;Baik;Data_Lab_SB_II_2026.xlsx
Kabel & Koneksi;;;;;;;;;
1;Kabel & Koneksi;Kabel LAN;Binus/TKJ.01;Lition;;2025;1;Baik;data_LABEL_LAN.xlsx
2;Kabel & Koneksi;Kabel LAN;Binus/TKJ.02;Lition;;2025;1;Baik;data_LABEL_LAN.xlsx
3;Kabel & Koneksi;Kabel LAN;Binus/TKJ.03;Samsung;;2025;1;Baik;data_LABEL_LAN.xlsx
4;Kabel & Koneksi;Kabel LAN;Binus/TKJ.04;Samsung;;2025;1;Baik;data_LABEL_LAN.xlsx
5;Kabel & Koneksi;Kabel LAN;Binus/TKJ.05;Samsung;;2025;1;Baik;data_LABEL_LAN.xlsx
6;Kabel & Koneksi;Kabel LAN;Binus/TKJ.06;Samsung;;2025;1;Baik;data_LABEL_LAN.xlsx
7;Kabel & Koneksi;Kabel LAN;Binus/TKJ.07;Samsung;;2025;1;Baik;data_LABEL_LAN.xlsx
8;Kabel & Koneksi;Kabel LAN;Binus/TKJ.08;;;2025;1;Baik;data_LABEL_LAN.xlsx
9;Kabel & Koneksi;Kabel LAN;Binus/TKJ.09;;;2025;1;Baik;data_LABEL_LAN.xlsx
10;Kabel & Koneksi;Kabel LAN;Binus/TKJ.10;;;2025;1;Baik;data_LABEL_LAN.xlsx
11;Kabel & Koneksi;Kabel LAN;Binus/TKJ.11;;;2025;1;Baik;data_LABEL_LAN.xlsx
12;Kabel & Koneksi;Kabel LAN;Binus/TKJ.12;;;2025;1;Baik;data_LABEL_LAN.xlsx
13;Kabel & Koneksi;Kabel LAN;Binus/TKJ.13;;;2025;1;Baik;data_LABEL_LAN.xlsx
14;Kabel & Koneksi;Kabel LAN;Binus/TKJ.14;;;2025;1;Baik;data_LABEL_LAN.xlsx
15;Kabel & Koneksi;Kabel LAN;Binus/TKJ.15;;;2025;1;Baik;data_LABEL_LAN.xlsx
16;Kabel & Koneksi;Kabel HDMI;HD.V/TI-01.25;Lition;HDMI;2025;1;Baik;KABEL_HDMI.xlsx
17;Kabel & Koneksi;Kabel HDMI;HD.V/TI-02.25;Lition;HDMI;2025;1;Baik;KABEL_HDMI.xlsx
18;Kabel & Koneksi;Kabel HDMI;HD.V/TI-03.25;Samsung;HDMI;2025;1;Baik;KABEL_HDMI.xlsx
19;Kabel & Koneksi;Kabel HDMI;HD.V/TI-04.25;Samsung;HDMI;2025;1;Baik;KABEL_HDMI.xlsx
20;Kabel & Koneksi;Kabel HDMI;HD.V/TI-05.25;Samsung;HDMI;2025;1;Baik;KABEL_HDMI.xlsx
21;Kabel & Koneksi;Kabel 3D;K.3D/TI-01.25;Lition;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
22;Kabel & Koneksi;Kabel 3D;K.3D/TI-02.25;Lition;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
23;Kabel & Koneksi;Kabel 3D;K.3D/TI-03.25;Samsung;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
24;Kabel & Koneksi;Kabel 3D;K.3D/TI-04.25;Samsung;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
25;Kabel & Koneksi;Kabel 3D;K.3D/TI-05.25;Samsung;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
26;Kabel & Koneksi;Kabel 3D;K.3D/TI-06.25;Samsung;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
27;Kabel & Koneksi;Kabel 3D;K.3D/TI-07.25;Samsung;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
28;Kabel & Koneksi;Kabel 3D;K.3D/TI-08.25;;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
29;Kabel & Koneksi;Kabel 3D;K.3D/TI-09.25;;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
30;Kabel & Koneksi;Kabel 3D;K.3D/TI-10.25;;Kabel 3D;2025;1;Baik;KABEL_3D.xlsx
31;Kabel & Koneksi;HDMI (Lemari Jar);TI/HDMI/03;;HDMI;2021;1;Rusak;Data_Lab_SB_II_2026.xlsx
32;Kabel & Koneksi;HDMI (Lemari Jar);;Orico;HDMI;;1;;Data_Lab_SB_II_2026.xlsx
33;Kabel & Koneksi;VGA Cable;;;VGA Cable;;1;;Data_Lab_SB_II_2026.xlsx
Kelistrikan;;;;;;;;;
1;Kelistrikan;Stop Kontak;Binus/TKJ.01;Lition;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
2;Kelistrikan;Stop Kontak;Binus/TKJ.02;Lition;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
3;Kelistrikan;Stop Kontak;Binus/TKJ.03;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
4;Kelistrikan;Stop Kontak;Binus/TKJ.04;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
5;Kelistrikan;Stop Kontak;Binus/TKJ.05;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
6;Kelistrikan;Stop Kontak;Binus/TKJ.06;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
7;Kelistrikan;Stop Kontak;Binus/TKJ.07;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
8;Kelistrikan;Stop Kontak;Binus/TKJ.08;;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
9;Kelistrikan;Stop Kontak;Binus/TKJ.09;;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
10;Kelistrikan;Stop Kontak;Binus/TKJ.10;;Stop Kontak;2025;1;Baik;stop_kontak_binus_3.xlsx
11;Kelistrikan;Stop Kontak;5.SK/TI-01;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
12;Kelistrikan;Stop Kontak;5.SK/TI-02;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
13;Kelistrikan;Stop Kontak;5.SK/TI-03;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
14;Kelistrikan;Stop Kontak;5.SK/TI-04;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
15;Kelistrikan;Stop Kontak;5.SK/TI-05;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
16;Kelistrikan;Stop Kontak;5.SK/TI-06;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
17;Kelistrikan;Stop Kontak;5.SK/TI-07;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
18;Kelistrikan;Stop Kontak;TI/02;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
19;Kelistrikan;Stop Kontak;TI/07;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
20;Kelistrikan;Stop Kontak;TI/09;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
21;Kelistrikan;Stop Kontak;TI/10;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
22;Kelistrikan;Stop Kontak;TI/11;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
23;Kelistrikan;Stop Kontak;TI/24;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
24;Kelistrikan;Stop Kontak;TI/28;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
25;Kelistrikan;Stop Kontak;STK/TI-05;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
26;Kelistrikan;Stop Kontak;STK/TI-06;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
27;Kelistrikan;Stop Kontak;STK/TI-10;;Stop Kontak;2024;1;Baik;stop_kontak_binus_3.xlsx
28;Kelistrikan;Stop Kontak;TI/02;;Stop Kontak;2021;1;Baik;stop_kontak_binus_3.xlsx
29;Kelistrikan;Stop Kontak;TI/03;;Stop Kontak;2021;1;Baik;stop_kontak_binus_3.xlsx
30;Kelistrikan;Stop Kontak;PKL/TI .04;;Stop Kontak;2021;1;Baik;stop_kontak_binus_3.xlsx
31;Kelistrikan;Stop Kontak;PKL/TI .13;;Stop Kontak;2021;1;Baik;stop_kontak_binus_3.xlsx
32;Kelistrikan;Stop Kontak;P/TI.01;;Stop Kontak;2021;1;Baik;stop_kontak_binus_3.xlsx
33;Kelistrikan;Stop Kontak;Binus/TKJ.01;Lition;Stop Kontak;2025;1;Baik;stop_kontak_binus_4.xlsx
34;Kelistrikan;Stop Kontak;Binus/TKJ.02;Lition;Stop Kontak;2025;1;Baik;stop_kontak_binus_4.xlsx
35;Kelistrikan;Stop Kontak;Binus/TKJ.03;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_4.xlsx
36;Kelistrikan;Stop Kontak;Binus/TKJ.04;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_4.xlsx
37;Kelistrikan;Stop Kontak;Binus/TKJ.05;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_4.xlsx
38;Kelistrikan;Stop Kontak;Binus/TKJ.06;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_4.xlsx
39;Kelistrikan;Stop Kontak;Binus/TKJ.07;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_4.xlsx
40;Kelistrikan;Stop Kontak;Binus/TKJ.08;;Stop Kontak;2025;1;Baik;stop_kontak_binus_4.xlsx
41;Kelistrikan;Stop Kontak;Binus/TKJ.09;;Stop Kontak;2025;1;Baik;stop_kontak_binus_4.xlsx
42;Kelistrikan;Stop Kontak;Binus/TKJ.01;Lition;Stop Kontak;2025;1;Baik;stop_kontak_binus_5.xlsx
43;Kelistrikan;Stop Kontak;Binus/TKJ.02;Lition;Stop Kontak;2025;1;Baik;stop_kontak_binus_5.xlsx
44;Kelistrikan;Stop Kontak;Binus/TKJ.03;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_5.xlsx
45;Kelistrikan;Stop Kontak;Binus/TKJ.04;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_5.xlsx
46;Kelistrikan;Stop Kontak;Binus/TKJ.05;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_5.xlsx
47;Kelistrikan;Stop Kontak;Binus/TKJ.06;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_5.xlsx
48;Kelistrikan;Stop Kontak;Binus/TKJ.07;Samsung;Stop Kontak;2025;1;Baik;stop_kontak_binus_5.xlsx
49;Kelistrikan;Stop Kontak;Binus/TKJ.08;;Stop Kontak;2025;1;Baik;stop_kontak_binus_5.xlsx
50;Kelistrikan;Stop Kontak;Binus/TKJ.09;;Stop Kontak;2025;1;Baik;stop_kontak_binus_5.xlsx
51;Kelistrikan;Power Supply;PS/TI-01.25;Lition;Power Supply;2025;1;Baik;Power_supply.xlsx
52;Kelistrikan;Power Supply;PS/TI-02.25;Lition;Power Supply;2025;1;Baik;Power_supply.xlsx
53;Kelistrikan;Power Supply;PS/TI-03.25;Samsung;Power Supply;2025;1;Baik;Power_supply.xlsx
54;Kelistrikan;Power Supply;PS/TI-04.25;Samsung;Power Supply;2025;1;Baik;Power_supply.xlsx
55;Kelistrikan;Power Supply;PS/TI-05.25;Samsung;Power Supply;2025;1;Baik;Power_supply.xlsx
56;Kelistrikan;Power Supply;PS/TI-06.25;Samsung;Power Supply;2025;1;Baik;Power_supply.xlsx
57;Kelistrikan;Power Supply;PS/TI-07.25;Samsung;Power Supply;2025;1;Baik;Power_supply.xlsx
58;Kelistrikan;Power Supply;PS/TI-08.25;;Power Supply;2025;1;Baik;Power_supply.xlsx
59;Kelistrikan;Power Supply;PS/TI-09.25;;Power Supply;2025;1;Baik;Power_supply.xlsx
60;Kelistrikan;Power Supply;PS/TI-10.25;;Power Supply;2025;1;Baik;Power_supply.xlsx
Toolkit;;;;;;;;;
1;Toolkit;Tool Set;GT-001;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
2;Toolkit;Tool Set;GT-002;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
3;Toolkit;Tool Set;GT-003;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
4;Toolkit;Tool Set;GT-004;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
5;Toolkit;Tool Set;GT-005;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
6;Toolkit;Tool Set;GT-006;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
7;Toolkit;Tool Set;GT-007;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
8;Toolkit;Tool Set;GT-008;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
9;Toolkit;Tool Set;GT-009;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
10;Toolkit;Tool Set;GT-010;Good;Tas Tool Set;2012;12;Baik;ALAT_br_2.xlsx
11;Toolkit;Toolkit;T.kit/TI-01.25;Lition;Toolkit;2025;1;Baik;Tolkit.xlsx
12;Toolkit;Toolkit;T.kit/TI-02.25;Lition;Toolkit;2025;1;Baik;Tolkit.xlsx
13;Toolkit;Toolkit;T.kit/TI-03.25;Samsung;Toolkit;2025;1;Baik;Tolkit.xlsx
14;Toolkit;Toolkit;T.kit/TI-04.25;Samsung;Toolkit;2025;1;Baik;Tolkit.xlsx
15;Toolkit;Toolkit;T.kit/TI-05.25;Samsung;Toolkit;2025;1;Baik;Tolkit.xlsx
16;Toolkit;Toolkit;T.kit/TI-06.25;Samsung;Toolkit;2025;1;Baik;Tolkit.xlsx
17;Toolkit;Toolkit;T.kit/TI-07.25;Samsung;Toolkit;2025;1;Baik;Tolkit.xlsx
18;Toolkit;Toolkit;T.kit/TI-08.25;;Toolkit;2025;1;Baik;Tolkit.xlsx
Komponen Elektronik;;;;;;;;;
1;Komponen Elektronik;ATMF 3284 P-1642/CH340g;;;;;3;;Komponen_Robot.xlsx
2;Komponen Elektronik;50cm USB Cable;;;;;8;;Komponen_Robot.xlsx
3;Komponen Elektronik;830 Breadboard;;;;;1;;Komponen_Robot.xlsx
4;Komponen Elektronik;DHT 11 Module;;;;;12;Rusak 1;Komponen_Robot.xlsx
5;Komponen Elektronik;Water Sensor;;;;;16;;Komponen_Robot.xlsx
6;Komponen Elektronik;4x4 Matrix Module;;;;;7;;Komponen_Robot.xlsx
7;Komponen Elektronik;Stepper Motor+ULN2003DB;;;;;1;Rusak 1;Komponen_Robot.xlsx
8;Komponen Elektronik;1602 LCD Module;;;;;2;;Komponen_Robot.xlsx
9;Komponen Elektronik;RGB Module;;;;;5;Rusak 1;Komponen_Robot.xlsx
10;Komponen Elektronik;9g Servo;;;;;11;;Komponen_Robot.xlsx
11;Komponen Elektronik;DS 1302 Module;;;;;18;;Komponen_Robot.xlsx
12;Komponen Elektronik;Remote Control;;;;;3;;Komponen_Robot.xlsx
13;Komponen Elektronik;Ky-037 Module;;;;;14;;Komponen_Robot.xlsx
14;Komponen Elektronik;RC 522 RFID Module;;;;;2;;Komponen_Robot.xlsx
15;Komponen Elektronik;30 Jumper Wire;;;;;6;;Komponen_Robot.xlsx
16;Komponen Elektronik;Male to Female Jumper Wireless;;;;;6;;Komponen_Robot.xlsx
17;Komponen Elektronik;4 Digit 7 Segmen Display;;;;;3;;Komponen_Robot.xlsx
18;Komponen Elektronik;1 Digit 7 Segment Display;;;;;5;;Komponen_Robot.xlsx
19;Komponen Elektronik;IR Receiver Module;;;;;17;;Komponen_Robot.xlsx
20;Komponen Elektronik;Photoresistor 5528;;;;;6;;Komponen_Robot.xlsx
21;Komponen Elektronik;Buzzer;;;;;1;;Komponen_Robot.xlsx
22;Komponen Elektronik;Sensor Ultrasonik;;;;;13;;Komponen_Robot.xlsx
23;Komponen Elektronik;Joystick Module;;;;;12;;Komponen_Robot.xlsx
24;Komponen Elektronik;Potensiometer 10K;;;;;5;;Komponen_Robot.xlsx
25;Komponen Elektronik;Button;;;;;3;;Komponen_Robot.xlsx
26;Komponen Elektronik;Button Cap;;;;;2;;Komponen_Robot.xlsx
27;Komponen Elektronik;LM 35;;;;;11;;Komponen_Robot.xlsx
28;Komponen Elektronik;LC 74HC595;;;;;11;;Komponen_Robot.xlsx
29;Komponen Elektronik;Tilt Switch;;;;;11;;Komponen_Robot.xlsx
30;Komponen Elektronik;Led Mini;;;;;4;;Komponen_Robot.xlsx
31;Komponen Elektronik;Relay Module;;;;;11;;Komponen_Robot.xlsx
32;Komponen Elektronik;Resistor;;;;;3;;Komponen_Robot.xlsx
33;Komponen Elektronik;PIR Sensor;;;;;11;;Komponen_Robot.xlsx
34;Komponen Elektronik;5V Relay;;;;;10;;Komponen_Robot.xlsx
35;Komponen Elektronik;8x8 Matrix Module;;;;;15;;Komponen_Robot.xlsx
36;Komponen Elektronik;9v Battery Connector;;;;;17;Rusak 1;Komponen_Robot.xlsx
37;Komponen Elektronik;2.54 mm Pin Single;;;;;12;;Komponen_Robot.xlsx
38;Komponen Elektronik;Resister Card;;;;;11;;Komponen_Robot.xlsx
39;Komponen Elektronik;Arduino Uno;;;;;2;;Komponen_Robot.xlsx
40;Komponen Elektronik;Node MCU;;;;;13;;Komponen_Robot.xlsx
41;Komponen Elektronik;Active Buzzer;;;;;1;;Komponen_Robot.xlsx
42;Komponen Elektronik;Pasif Buzzer;;;;;1;;Komponen_Robot.xlsx
43;Komponen Elektronik;Green LED x5;;;;;1;;Komponen_Robot.xlsx
44;Komponen Elektronik;Baterai 9V (Box 1);;;;;1;;Komponen_Robot.xlsx
45;Komponen Elektronik;Baterai A2 (Box 1);;;;;4;;Komponen_Robot.xlsx
46;Komponen Elektronik;Arduino Mega (Box 1);;;;;1;;Komponen_Robot.xlsx
47;Komponen Elektronik;Ultrasonic (Box 1);;;;;1;;Komponen_Robot.xlsx
48;Komponen Elektronik;Motor Driver L298N (Box 1);;;;;1;;Komponen_Robot.xlsx
49;Komponen Elektronik;Board Mobil (Box 1);;;;;1;;Komponen_Robot.xlsx
50;Komponen Elektronik;Roda (Box 1);;;;;2;;Komponen_Robot.xlsx
51;Komponen Elektronik;Batre Holder (Box 1);;;;;1;;Komponen_Robot.xlsx
